name,site,phone,full_address,borough,street,city,postal_code,state,country,latitude,longitude,reviews,reviews_tags,photo,street_view,working_hours
Greenleafe Hotel,https://www.oyorooms.com/h/107532?utm_source=Google_gmb_EN,+44 20 3500 1858,"Romford Rd, London E7 8AA",None,Romford Rd,London,E7 8AA,,United Kingdom of Great Britain and Northern Ireland,51.5471065,0.0305316,94,,https://lh3.googleusercontent.com/p/AF1QipPAk9FZSwKN6ApRLWVUvxeJu5geBZaBvsMye6gW=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPAk9FZSwKN6ApRLWVUvxeJu5geBZaBvsMye6gW=w1600-h1000-k-no,
GG GUESTHOUSE,,+33 7 66 73 01 85,"27a Stanley Rd, London E12 6RL",None,27a Stanley Rd,London,E12 6RL,,United Kingdom of Great Britain and Northern Ireland,51.5463399,0.050343,8,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HTBKUhc467C0vBWLDcOkTg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=188.26726&pitch=0&thumbfov=100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np6ga2tyku6dpDxmeKXiymjqZUYnEg031LqzDFova36ECueEscjjGnZikV1vmZYzpLRQCxlyqFCw6huzImgupo5x3xygDEgLzC1QnyKkavj4IDNJikgLWafSwEKfaAwWMNZOyrp=w1600-h1000-k-no,
Hartley Hotel,http://hartleyhotel.com/,+44 20 8534 8586,"365-367 Romford Rd, London E7 8AA",None,365-367 Romford Rd,London,E7 8AA,,United Kingdom of Great Britain and Northern Ireland,51.5471048,0.0308332,274,,https://lh3.googleusercontent.com/p/AF1QipNoemU-pfDKG5NaVtkPve2RVI2VnS_h-I7DXZSO=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNoemU-pfDKG5NaVtkPve2RVI2VnS_h-I7DXZSO=w1600-h1000-k-no,
MSR Guest House,,,"388 Strone Rd, London E12 6TN",None,388 Strone Rd,London,E12 6TN,,United Kingdom of Great Britain and Northern Ireland,51.5451481,0.0480241,11,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqg1Ts-EOI9GpzdIkhK_JZTPzHAKyRcCNVpeMLispjSifbYt6lSOckbFt3yScUVcqSKfesQKcypIeWBbI_eReNJeQeEbNjb7PEOKB2jBNosve1rgbFos2Suz7LX8-PeWrDJlG09=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqg1Ts-EOI9GpzdIkhK_JZTPzHAKyRcCNVpeMLispjSifbYt6lSOckbFt3yScUVcqSKfesQKcypIeWBbI_eReNJeQeEbNjb7PEOKB2jBNosve1rgbFos2Suz7LX8-PeWrDJlG09=w1600-h1000-k-no,
Insaf Halal Meat & Foods,https://insafhalal.com/,+44 20 8586 7100,"71 Green St, London E7 8DA",None,71 Green St,London,E7 8DA,,United Kingdom of Great Britain and Northern Ireland,51.5454616,0.0317632,30,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrexysY3x_KhrxpFtuan9s1Ap-0Ktga20VJzyL1CfRrd1X2L_XG0gUvbAhjwFrJSH0lJko8uq0xbdS_Jev-yPhqcMAJQrhgDGIILL1rhMoCSJZGuqLlY5j2aeHA176PPkzEiZL4=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrexysY3x_KhrxpFtuan9s1Ap-0Ktga20VJzyL1CfRrd1X2L_XG0gUvbAhjwFrJSH0lJko8uq0xbdS_Jev-yPhqcMAJQrhgDGIILL1rhMoCSJZGuqLlY5j2aeHA176PPkzEiZL4=w1600-h1000-k-no,"{""Monday"": ""9am-11pm"", ""Tuesday"": ""9am-11pm"", ""Wednesday"": ""9am-11pm"", ""Thursday"": ""9am-11pm"", ""Friday"": ""9am-11pm"", ""Saturday"": ""9am-11pm"", ""Sunday"": ""9am-11pm""}"
Duke of Fife,,+44 7941 062721,"348 Katherine Rd, London E7 8NW",None,348 Katherine Rd,London,E7 8NW,,United Kingdom of Great Britain and Northern Ireland,51.5414771,0.0383688,34,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhErPTNqZ59_b4baUGA9ou1SjJAdWghEMLlEju-TnYD5EJoYHApzpY9Co0P_xRZkG8vjXX_DSHYYpqD7KiQGiKuXytAiqMYnARn84XuLzpEHC80fkbOLttD2W_qzwLclYNm0BXV3I0-qVmxXyimOU2Yto9202LCmHhoy-oIH42aX1gCGcOWfuuaH=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhErPTNqZ59_b4baUGA9ou1SjJAdWghEMLlEju-TnYD5EJoYHApzpY9Co0P_xRZkG8vjXX_DSHYYpqD7KiQGiKuXytAiqMYnARn84XuLzpEHC80fkbOLttD2W_qzwLclYNm0BXV3I0-qVmxXyimOU2Yto9202LCmHhoy-oIH42aX1gCGcOWfuuaH=w1600-h1000-k-no,
Rahal Outram,,+44 7788 623075,"23 Outram Rd, London E6 1JP",None,23 Outram Rd,London,E6 1JP,,United Kingdom of Great Britain and Northern Ireland,51.536165,0.047314,6,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH2wCzUbg7a8t8r_6jbKOSkDC20hy-Ai-jTHdW7Qk-ksv48PMiegXmUcJ-6Omtq-O6d3cHHh6X8GkWYh1VrSLjGAZ5WjJBI_aQGpBijmlca71HOD87R3m1SwjbH-hWb_mQMCWbREewpKPRoj2bwzd0E400b3cYhG4xQo_Dw7tAETfAW2-NPNv9TVQ=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH2wCzUbg7a8t8r_6jbKOSkDC20hy-Ai-jTHdW7Qk-ksv48PMiegXmUcJ-6Omtq-O6d3cHHh6X8GkWYh1VrSLjGAZ5WjJBI_aQGpBijmlca71HOD87R3m1SwjbH-hWb_mQMCWbREewpKPRoj2bwzd0E400b3cYhG4xQo_Dw7tAETfAW2-NPNv9TVQ=w1600-h1000-k-no,
49 @ Milton Avenue,,,"49 Milton Ave, London E6 1BG",None,49 Milton Ave,London,E6 1BG,,United Kingdom of Great Britain and Northern Ireland,51.538985,0.0487463,1,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P_q1We_fWcD9P358m1LCqQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=191.60355&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P_q1We_fWcD9P358m1LCqQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=191.60355&pitch=0&thumbfov=100,
Starlings Inn,,+44 7459 169933,"227A High St N, London E6 1JG",None,227A High St N,London,E6 1JG,,United Kingdom of Great Britain and Northern Ireland,51.5397992,0.0506653,4,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pVOWUqkxrOxQ6_QZrfoD8g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=244.22748&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pVOWUqkxrOxQ6_QZrfoD8g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=244.22748&pitch=0&thumbfov=100,
Premier Inn London Sidcup hotel,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/london-sidcup.html?cid=GLBC_LONSID,+44 333 234 6539,"101-108 Station Rd, Sidcup DA15 7BS",None,101-108 Station Rd,Sidcup,DA15 7BS,,United Kingdom of Great Britain and Northern Ireland,51.433245,0.102411,751,,https://lh3.googleusercontent.com/p/AF1QipM42Q54DF6t1bfMOE7iotXmbdW2tfvy7Y73SoSU=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM42Q54DF6t1bfMOE7iotXmbdW2tfvy7Y73SoSU=w1600-h1000-k-no,
Travelodge London Sidcup,https://www.travelodge.co.uk/hotels/559/London-Sidcup-hotel?utm_source=google,+44 871 984 6380,"1-3 High St, Sidcup DA14 6EN",None,1-3 High St,Sidcup,DA14 6EN,,United Kingdom of Great Britain and Northern Ireland,51.4251575,0.1054484,545,,https://lh3.googleusercontent.com/p/AF1QipN5yI8qsxUVFcCVHqHilUUNjg14BFcIbrvSt3De=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN5yI8qsxUVFcCVHqHilUUNjg14BFcIbrvSt3De=w1600-h1000-k-no,
CityBNB Stay in Bloomsbury,https://us2.cloudbeds.com/en/reservation/bDCYsg?currency=gbp,+44 7853 831857,"20 Little Russell St, London WC1A 2HL",None,20 Little Russell St,London,WC1A 2HL,,United Kingdom of Great Britain and Northern Ireland,51.518216,-0.1247145,18,,https://lh3.googleusercontent.com/p/AF1QipN7a2_VNPSuXBqpR5oVV5lFIkXktRr_i-yr7dCT=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN7a2_VNPSuXBqpR5oVV5lFIkXktRr_i-yr7dCT=w1600-h1000-k-no,
The Newman Hotel,https://www.thenewman.com/,,"50, 57 Newman St, London W1T 3EB",None,"50, 57 Newman St",London,W1T 3EB,,United Kingdom of Great Britain and Northern Ireland,51.518532,-0.1364583,3,,https://lh3.googleusercontent.com/p/AF1QipM1D7eW85qgPW5q9QqLNBJL2LeMYVXezDB1CoOg=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM1D7eW85qgPW5q9QqLNBJL2LeMYVXezDB1CoOg=w1600-h1000-k-no,
London Collection - Old Compton Soho,https://www.londoncollection.uk/,+44 20 3355 8827,"33 Old Compton St, London W1D 5JU",None,33 Old Compton St,London,W1D 5JU,,United Kingdom of Great Britain and Northern Ireland,51.5129344,-0.1315681,10,,https://lh3.googleusercontent.com/p/AF1QipPDF-HKWbwdcIfRG5aMjkplHwmc7UGXoprZ_A_Z=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPDF-HKWbwdcIfRG5aMjkplHwmc7UGXoprZ_A_Z=w1600-h1000-k-no,
St. George Hotel,,+44 20 7486 8586,"49 Gloucester Pl, London W1U 8JE",None,49 Gloucester Pl,London,W1U 8JE,,United Kingdom of Great Britain and Northern Ireland,51.5181034,-0.158146,53,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9SBrXAGzjSStWeSMlibjYOMcaiU5IFP3-UhPYCFmAnNDvD-a1I0tsdk5kxEzprA3XKDNHRShcPrzsGpWnJt_T-PUJhaW8eb7Aa0nXiGc-lsrKzvxQyPMnyeiVDKzy9xizjp5Jyw=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9SBrXAGzjSStWeSMlibjYOMcaiU5IFP3-UhPYCFmAnNDvD-a1I0tsdk5kxEzprA3XKDNHRShcPrzsGpWnJt_T-PUJhaW8eb7Aa0nXiGc-lsrKzvxQyPMnyeiVDKzy9xizjp5Jyw=w1600-h1000-k-no,
Cozy Bromley Hideaway - Perfect for Couples,,+44 333 666 6111,"62 The Fairway, Bromley BR1 2JY",None,62 The Fairway,Bromley,BR1 2JY,,United Kingdom of Great Britain and Northern Ireland,51.392045,0.049909,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TWlAihGVpHE7KKEDgr6EfA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=88.43416&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TWlAihGVpHE7KKEDgr6EfA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=88.43416&pitch=0&thumbfov=100,
Aparthotel Adagio London City East,https://www.adagio-city.com/fr/hotel-b0i5-aparthotel-adagio-londres-whitechapel.shtml?utm_source=googleMaps,+44 20 4538 2142,"100 Whitechapel Rd, London E1 1JG",None,100 Whitechapel Rd,London,E1 1JG,,United Kingdom of Great Britain and Northern Ireland,51.5178263,-0.0646423,711,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEKKwa4TaTeCMXDa7wBFkLLYvQzw87p1Gxf2CwJwoyKPHylgUsFoeiyCzrBW75Beii9pzP70U8P-pyR-MatLo7JIPm0hmjfQQRlOA1KVQyZg39gVOHth9W2_65noLzlttBLXVcahwrrUI5=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEKKwa4TaTeCMXDa7wBFkLLYvQzw87p1Gxf2CwJwoyKPHylgUsFoeiyCzrBW75Beii9pzP70U8P-pyR-MatLo7JIPm0hmjfQQRlOA1KVQyZg39gVOHth9W2_65noLzlttBLXVcahwrrUI5=w1600-h1000-k-no,
CITY VIEW,,+44 7482 525150,"105 Globe Rd, Bethnal Green, London E1 4LB",Bethnal Green,105 Globe Rd,London,E1 4LB,,United Kingdom of Great Britain and Northern Ireland,51.524882,-0.049229,2,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEMiLdhIN74AJFiJCi_UfU2iCFhrVmatkDnyV2Mr6a2THkbZGpucJ8UH-hiLaoey5v2QcYenHSM1Y3b25s3dS02dN1cgKTLIJJynbxjj_LkMJXMiFjevDEeuQuoqEDrhA1mobuIi3_3DezlwGYKOMsxq5xLMyBrkYz79nufv7Ja__JBiQH_HmSl=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEMiLdhIN74AJFiJCi_UfU2iCFhrVmatkDnyV2Mr6a2THkbZGpucJ8UH-hiLaoey5v2QcYenHSM1Y3b25s3dS02dN1cgKTLIJJynbxjj_LkMJXMiFjevDEeuQuoqEDrhA1mobuIi3_3DezlwGYKOMsxq5xLMyBrkYz79nufv7Ja__JBiQH_HmSl=w1600-h1000-k-no,
Boundary,https://boundary.london/,+44 20 7729 1051,"9 Redchurch St, London E2 7DD",None,9 Redchurch St,London,E2 7DD,,United Kingdom of Great Britain and Northern Ireland,51.5243985,-0.0762749,12,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VkUv-uHjmdmVzsChPyoOHg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=78.71708&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VkUv-uHjmdmVzsChPyoOHg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=78.71708&pitch=0&thumbfov=100,
ferringdon,,,"94-96 Commercial St, London E1 6LZ",None,94-96 Commercial St,London,E1 6LZ,,United Kingdom of Great Britain and Northern Ireland,51.5197372,-0.0742167,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zUdPPl9RZTOnQ3K30rtNWw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=61.69604&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zUdPPl9RZTOnQ3K30rtNWw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=61.69604&pitch=0&thumbfov=100,
Chapter Old St.,https://www.chapter-living.com/properties/old-street/,+44 20 3475 5980,"18 Paul St, London EC2A 4JH",None,18 Paul St,London,EC2A 4JH,,United Kingdom of Great Britain and Northern Ireland,51.5228239,-0.0841996,269,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAjOG_Bmds68e4UKtCY9lceaZYYbmzNL3_s6pDnF2AWBTmUJuETqnRe8YJLvdJNcYNU_Kim5MjqlBY0xJv_o1L_1vJNfHGZ7uSnasNurhuLOUkvQJGabzj2I6ecw_9PZ816IZx3Q=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAjOG_Bmds68e4UKtCY9lceaZYYbmzNL3_s6pDnF2AWBTmUJuETqnRe8YJLvdJNcYNU_Kim5MjqlBY0xJv_o1L_1vJNfHGZ7uSnasNurhuLOUkvQJGabzj2I6ecw_9PZ816IZx3Q=w1600-h1000-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
Native Bank,https://nativeplaces.com/apartments/london/bank/,+44 20 7221 2028,"3-6, Sandeman House, 20 St Swithin's Ln, London EC4N 8AD",None,"3-6, Sandeman House, 20 St Swithin's Ln",London,EC4N 8AD,,United Kingdom of Great Britain and Northern Ireland,51.5119578,-0.0890099,6,,https://lh3.googleusercontent.com/p/AF1QipMD-qEatLkWQK7r5Pw0Ts_bGDfh3i7Etlyov-ku=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMD-qEatLkWQK7r5Pw0Ts_bGDfh3i7Etlyov-ku=w1600-h1000-k-no,
Comfortable Studios and Apartments at Chapter Spitalfields,,,"9 Frying Pan Alley, London E1 7HS",None,9 Frying Pan Alley,London,E1 7HS,,United Kingdom of Great Britain and Northern Ireland,51.517775,-0.0768449,21,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdQ8FKKYFwpk4kudowtR_iDgWoCgkrl8ZJ9TYkoko_vJjDP0G9bBG4FS1vFc8zcfc4GQ-_-c2RAqL4qO6X56xkWtYt_zTzyu1LC38q6taSU1b5BX5PsBMWl3F-Gfg2Audo_0MT_g=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdQ8FKKYFwpk4kudowtR_iDgWoCgkrl8ZJ9TYkoko_vJjDP0G9bBG4FS1vFc8zcfc4GQ-_-c2RAqL4qO6X56xkWtYt_zTzyu1LC38q6taSU1b5BX5PsBMWl3F-Gfg2Audo_0MT_g=w1600-h1000-k-no,
Crashpads Shoreditch Brick Lane Mini Lofts,http://www.crashpadsshoreditch.co.uk/,+44 7904 577061,"4 Woodseer St, London E1 5HD",None,4 Woodseer St,London,E1 5HD,,United Kingdom of Great Britain and Northern Ireland,51.520694,-0.0716758,29,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqpGFHgRYoJkbvER7VlHuCEPOTMO1jbuZqZUdNX1ty1_VWv7_J8jJg1Xlpax0iSwIUU23uaiNP_gpJkIpD1X7MSLk2_t5HWb0wSVF5IWNvnPnU1oHXjfumNB2uw4CI_9HXSVQEm=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEdfZBcHvFQrTD5_M5jcOOLYMXnGAHMw1Xf1FTiG4lTMlTBxw1GfTmMqkSoN5WYkMgTedHCR_a3ue--K4TXBxKR_uleIH-JDsCfOHUDD0ZAD3b1KBBZFFVCpQkiaTN3AGYg07g9rYuqMlSwvg4ZkmbVvj_P43onfVxnu24AfEtjzQGHB4oC-aWv=w1600-h1000-k-no,
Flat Iron Shoreditch,https://flatironsteak.co.uk/restaurant/shoreditch,,"77 Curtain Rd, London EC2A 3BS",None,77 Curtain Rd,London,EC2A 3BS,,United Kingdom of Great Britain and Northern Ireland,51.5249622,-0.0804562,4607,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npIKq6hJUq3bUuJLqps1hWv_QL-yYF_O8ygOzE96ahhIygq_OTR7xVyDv28UoyRBNTEtyxWSjHyaVOf0dLqvFM1FTX56PqtthTObJqsWFVhB7biCmWwdbJJ0B3dzxxlB4crD6c=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npIKq6hJUq3bUuJLqps1hWv_QL-yYF_O8ygOzE96ahhIygq_OTR7xVyDv28UoyRBNTEtyxWSjHyaVOf0dLqvFM1FTX56PqtthTObJqsWFVhB7biCmWwdbJJ0B3dzxxlB4crD6c=w1600-h1000-k-no,"{""Monday"": ""12-10pm"", ""Tuesday"": ""12-10pm"", ""Wednesday"": ""12-11pm"", ""Thursday"": ""12-11pm"", ""Friday"": ""12-11pm"", ""Saturday"": ""12-11pm"", ""Sunday"": ""12-10pm""}"
AES Aldgate,https://accessaccommodationlondon.co.uk/location/tower-hill/,+44 20 3763 4634,"22 Alie St, London E1 8DA",None,22 Alie St,London,E1 8DA,,United Kingdom of Great Britain and Northern Ireland,51.5133637,-0.0718731,1,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGR7ZpcGSBn-Ac8TnVwNpd69FyP4ZCw90A3VA11MPaoQbF6Dse9t63RoleSjdxfip2Azim1i9pSSjVRYQzkgG3ul6kQJCFlyL24y7MzAHQjLyTRsJm8fIwWy26FIvVw0cfocfNMh_E_b2sHQnXlwXFUtT1OoezFk1Cyk61GOcP1UDCQ3WygyXDJ=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGR7ZpcGSBn-Ac8TnVwNpd69FyP4ZCw90A3VA11MPaoQbF6Dse9t63RoleSjdxfip2Azim1i9pSSjVRYQzkgG3ul6kQJCFlyL24y7MzAHQjLyTRsJm8fIwWy26FIvVw0cfocfNMh_E_b2sHQnXlwXFUtT1OoezFk1Cyk61GOcP1UDCQ3WygyXDJ=w1600-h1000-k-no,
Liverpool St Three Bedroom Home near Tube Station by Belvilla,https://www.oyorooms.com/h/239960?utm_source=Google_gmb_EN,+44 1753 963918,"6 New St, London EC2M 4HD",None,6 New St,London,EC2M 4HD,,United Kingdom of Great Britain and Northern Ireland,51.5173011,-0.079502,1,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ODz2-rZmD3hNSbO3uzg-mQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=8.329602&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ODz2-rZmD3hNSbO3uzg-mQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=8.329602&pitch=0&thumbfov=100,
City Living - 48 Bishopsgate,https://www.city-living.london/48-bishopsgate,+44 20 7490 1122,"48 Bishopsgate, London EC2N 4AJ",None,48 Bishopsgate,London,EC2N 4AJ,,United Kingdom of Great Britain and Northern Ireland,51.5150403,-0.0826167,42,,https://lh3.googleusercontent.com/p/AF1QipMYi_btA_saWeEq4tNybmPrjg5MlrlhzQUdgDA0=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMYi_btA_saWeEq4tNybmPrjg5MlrlhzQUdgDA0=w1600-h1000-k-no,
Great Tower Street Apartments,,,"23 Great Tower St, London EC3R 5AR",None,23 Great Tower St,London,EC3R 5AR,,United Kingdom of Great Britain and Northern Ireland,51.509694,-0.0810348,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThOKRr9PwqSUrohGMJh48Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=228.23965&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThOKRr9PwqSUrohGMJh48Q&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=228.23965&pitch=0&thumbfov=100,
City Escape London - Spacious 4 Bedroom House,,+44 333 666 6111,"Rehena Food Store, 8 St Mark St, London E1 8DJ",None,"Rehena Food Store, 8 St Mark St",London,E1 8DJ,,United Kingdom of Great Britain and Northern Ireland,51.5132957,-0.0714529,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE3x4JzjmT3aXuMixPnlRszpjd8D0BPDFJQ1L5mQHT6v8Uw5CqIZ_lIE7cI4Zp0OT9rcTuZ3QBruKN7PH0qkCaS387bRyrRItuqFRjSdUAJ-yYzzIggnp_cCW3_Jzgak7pOpUptadk5lAbs7kftnt88Kvsj_p55ozh6XQqvTdrTA6vl4joFEns3=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE3x4JzjmT3aXuMixPnlRszpjd8D0BPDFJQ1L5mQHT6v8Uw5CqIZ_lIE7cI4Zp0OT9rcTuZ3QBruKN7PH0qkCaS387bRyrRItuqFRjSdUAJ-yYzzIggnp_cCW3_Jzgak7pOpUptadk5lAbs7kftnt88Kvsj_p55ozh6XQqvTdrTA6vl4joFEns3=w1600-h1000-k-no,
FineTouch Apartments,,+44 20 3327 3913,"3A Toynbee St, London E1 7NE",None,3A Toynbee St,London,E1 7NE,,United Kingdom of Great Britain and Northern Ireland,51.518111,-0.0744138,28,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noC7dRrFJPm4wtQ6C9C5_ZG-GDTR6U5JtWogtvOfmd_YUiWbOyJCoyaqNoGNP2uCt-jJ7zlB7yGaJyia59G1OFbuHHC7NpwEIs8Z31Dc9DvstmJPwkId_zvOkOClx3QAfC1Y3au=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noC7dRrFJPm4wtQ6C9C5_ZG-GDTR6U5JtWogtvOfmd_YUiWbOyJCoyaqNoGNP2uCt-jJ7zlB7yGaJyia59G1OFbuHHC7NpwEIs8Z31Dc9DvstmJPwkId_zvOkOClx3QAfC1Y3au=w1600-h1000-k-no,
OYO Home Shoreditch Executive Deluxe 3 Bedroom,https://www.oyorooms.com/h/54833?utm_source=Google_gmb_EN,,"33 Old Nichol St, London E2 7HR",None,33 Old Nichol St,London,E2 7HR,,United Kingdom of Great Britain and Northern Ireland,51.5246847,-0.0759749,,,https://lh3.googleusercontent.com/p/AF1QipMxbRRP10a-rjSFl0M5PXUijrx9KMvrID96kUyc=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMxbRRP10a-rjSFl0M5PXUijrx9KMvrID96kUyc=w1600-h1000-k-no,
Three Bedroom Apartments near Spitalfields Market by Belvilla,https://www.oyorooms.com/h/240076?utm_source=Google_gmb_EN,+44 1753 963918,"15 Toynbee St, London E1 7NE",None,15 Toynbee St,London,E1 7NE,,United Kingdom of Great Britain and Northern Ireland,51.5177618,-0.0743207,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ziEjHF6q0J5l0KijKk7BUQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=61.72988&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ziEjHF6q0J5l0KijKk7BUQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=61.72988&pitch=0&thumbfov=100,
Spa Liverpool Street,,+44 7520 660711,"4 Sandy's Row, London E1 7HW",None,4 Sandy's Row,London,E1 7HW,,United Kingdom of Great Britain and Northern Ireland,51.5182209,-0.0780188,1,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8sYIKSupGLWlBPuOfT_FMw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=214.90295&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8sYIKSupGLWlBPuOfT_FMw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=214.90295&pitch=0&thumbfov=100,
Bull's Head (Hotel),https://www.thebullsheadhotel.co.uk/hotel-rooms/,+44 20 8467 1727,"5 Royal Parade, Chislehurst BR7 6NR",None,5 Royal Parade,Chislehurst,BR7 6NR,,United Kingdom of Great Britain and Northern Ireland,51.4110137,0.0766808,1504,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEA3dN5g1oirQVRrgCCknTxpaOEcsSwWyB7uGEshuxsvWrxb_YGMY1QA7CmEt8jhKPEeY9Ukigsy4NsL5gYRFeEIG5zcK2TkUGpM6HCTrOxwtzHtdDM4NvZsRH9lZI-bJsnb9aYAyENXCO8wr5YHEVFgsjE9yRnK24Y1e2GYVEiRvYeVBkZ3OU=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEA3dN5g1oirQVRrgCCknTxpaOEcsSwWyB7uGEshuxsvWrxb_YGMY1QA7CmEt8jhKPEeY9Ukigsy4NsL5gYRFeEIG5zcK2TkUGpM6HCTrOxwtzHtdDM4NvZsRH9lZI-bJsnb9aYAyENXCO8wr5YHEVFgsjE9yRnK24Y1e2GYVEiRvYeVBkZ3OU=w1600-h1000-k-no,
